a=1, b=0, c=1
a=19949086, b=19942770, c=6316
a=19955403, b=19949086, c=6317
a=19961721, b=19955403, c=6318
a=19968040, b=19961721, c=6319
a=19974360, b=19968040, c=6320
a=19980681, b=19974360, c=6321
a=19987003, b=19980681, c=6322
a=19993326, b=19987003, c=6323
a=19999650, b=19993326, c=6324
a=20005975, b=19999650, c=6325
a=20012301, b=20005975, c=6326
a=20018628, b=20012301, c=6327
a=20024956, b=20018628, c=6328
a=20031285, b=20024956, c=6329
a=20037615, b=20031285, c=6330
a=20043946, b=20037615, c=6331
a=20050278, b=20043946, c=6332
a=20056611, b=20050278, c=6333
a=20062945, b=20056611, c=6334
a=20069280, b=20062945, c=6335
a=20075616, b=20069280, c=6336
a=20081953, b=20075616, c=6337
a=20088291, b=20081953, c=6338
a=20094630, b=20088291, c=6339
a=20100970, b=20094630, c=6340
a=20107311, b=20100970, c=6341
a=20113653, b=20107311, c=6342
a=20119996, b=20113653, c=6343
a=20126340, b=20119996, c=6344
a=20132685, b=20126340, c=6345
a=20139031, b=20132685, c=6346
a=20145378, b=20139031, c=6347
a=20151726, b=20145378, c=6348
a=20158075, b=20151726, c=6349
a=20164425, b=20158075, c=6350
a=20170776, b=20164425, c=6351
a=20177128, b=20170776, c=6352
a=20183481, b=20177128, c=6353
a=20189835, b=20183481, c=6354
a=20196190, b=20189835, c=6355
a=20202546, b=20196190, c=6356
a=20208903, b=20202546, c=6357
a=20215261, b=20208903, c=6358
a=20221620, b=20215261, c=6359
a=20227980, b=20221620, c=6360
a=20234341, b=20227980, c=6361
a=20240703, b=20234341, c=6362
a=20247066, b=20240703, c=6363
a=20253430, b=20247066, c=6364
a=20259795, b=20253430, c=6365
a=20266161, b=20259795, c=6366
a=20272528, b=20266161, c=6367
a=20278896, b=20272528, c=6368
a=20285265, b=20278896, c=6369
a=20291635, b=20285265, c=6370
a=20298006, b=20291635, c=6371
a=20304378, b=20298006, c=6372
a=20310751, b=20304378, c=6373
a=20317125, b=20310751, c=6374
a=20323500, b=20317125, c=6375
a=20329876, b=20323500, c=6376
a=20336253, b=20329876, c=6377
a=20342631, b=20336253, c=6378
a=20349010, b=20342631, c=6379
a=20355390, b=20349010, c=6380
a=20361771, b=20355390, c=6381
a=20368153, b=20361771, c=6382
a=20374536, b=20368153, c=6383
a=20380920, b=20374536, c=6384
a=20387305, b=20380920, c=6385
a=20393691, b=20387305, c=6386
a=20400078, b=20393691, c=6387
a=20406466, b=20400078, c=6388
a=20412855, b=20406466, c=6389
a=20419245, b=20412855, c=6390
a=20425636, b=20419245, c=6391
a=20432028, b=20425636, c=6392
a=20438421, b=20432028, c=6393
a=20444815, b=20438421, c=6394
a=20451210, b=20444815, c=6395
a=20457606, b=20451210, c=6396
a=20464003, b=20457606, c=6397
a=20470401, b=20464003, c=6398
a=20476800, b=20470401, c=6399
a=20483200, b=20476800, c=6400
a=20489601, b=20483200, c=6401
a=20496003, b=20489601, c=6402
a=20502406, b=20496003, c=6403
a=20508810, b=20502406, c=6404
a=20515215, b=20508810, c=6405
a=20521621, b=20515215, c=6406
a=20528028, b=20521621, c=6407
a=20534436, b=20528028, c=6408
a=20540845, b=20534436, c=6409
a=20547255, b=20540845, c=6410
a=20553666, b=20547255, c=6411
a=20560078, b=20553666, c=6412
a=20566491, b=20560078, c=6413
a=20572905, b=20566491, c=6414
a=20579320, b=20572905, c=6415
a=20585736, b=20579320, c=6416
a=20592153, b=20585736, c=6417
a=20598571, b=20592153, c=6418
a=20604990, b=20598571, c=6419
a=20611410, b=20604990, c=6420
a=20617831, b=20611410, c=6421
a=20624253, b=20617831, c=6422
a=20630676, b=20624253, c=6423
a=20637100, b=20630676, c=6424
a=20643525, b=20637100, c=6425
a=20649951, b=20643525, c=6426
a=20656378, b=20649951, c=6427
a=20662806, b=20656378, c=6428
a=20669235, b=20662806, c=6429
a=20675665, b=20669235, c=6430
a=20682096, b=20675665, c=6431
a=20688528, b=20682096, c=6432
a=20694961, b=20688528, c=6433
a=20701395, b=20694961, c=6434
a=20707830, b=20701395, c=6435
a=20714266, b=20707830, c=6436
a=20720703, b=20714266, c=6437
a=20727141, b=20720703, c=6438
a=20733580, b=20727141, c=6439
a=20740020, b=20733580, c=6440
a=20746461, b=20740020, c=6441
a=20752903, b=20746461, c=6442
a=20759346, b=20752903, c=6443
a=20765790, b=20759346, c=6444
a=20772235, b=20765790, c=6445
a=20778681, b=20772235, c=6446
a=20785128, b=20778681, c=6447
a=20791576, b=20785128, c=6448
a=20798025, b=20791576, c=6449
a=20804475, b=20798025, c=6450
a=20810926, b=20804475, c=6451
a=20817378, b=20810926, c=6452
a=20823831, b=20817378, c=6453
a=20830285, b=20823831, c=6454
a=20836740, b=20830285, c=6455
a=20843196, b=20836740, c=6456
a=20849653, b=20843196, c=6457
a=20856111, b=20849653, c=6458
a=20862570, b=20856111, c=6459
a=20869030, b=20862570, c=6460
a=20875491, b=20869030, c=6461
a=20881953, b=20875491, c=6462
a=20888416, b=20881953, c=6463
a=20894880, b=20888416, c=6464
a=20901345, b=20894880, c=6465
a=20907811, b=20901345, c=6466
a=20914278, b=20907811, c=6467
a=20920746, b=20914278, c=6468
a=20927215, b=20920746, c=6469
a=20933685, b=20927215, c=6470
a=20940156, b=20933685, c=6471
a=20946628, b=20940156, c=6472
a=20953101, b=20946628, c=6473
a=20959575, b=20953101, c=6474
a=20966050, b=20959575, c=6475
a=20972526, b=20966050, c=6476
a=20979003, b=20972526, c=6477
a=20985481, b=20979003, c=6478
a=20991960, b=20985481, c=6479
a=20998440, b=20991960, c=6480
a=21004921, b=20998440, c=6481
a=21011403, b=21004921, c=6482
a=21017886, b=21011403, c=6483
a=21024370, b=21017886, c=6484
a=21030855, b=21024370, c=6485
a=21037341, b=21030855, c=6486
a=21043828, b=21037341, c=6487
a=21050316, b=21043828, c=6488
a=21056805, b=21050316, c=6489
a=21063295, b=21056805, c=6490
a=21069786, b=21063295, c=6491
a=21076278, b=21069786, c=6492
a=21082771, b=21076278, c=6493
a=21089265, b=21082771, c=6494
a=21095760, b=21089265, c=6495
a=21102256, b=21095760, c=6496
a=21108753, b=21102256, c=6497
a=21115251, b=21108753, c=6498
a=21121750, b=21115251, c=6499
a=21128250, b=21121750, c=6500
a=21134751, b=21128250, c=6501
a=21141253, b=21134751, c=6502
a=21147756, b=21141253, c=6503
a=21154260, b=21147756, c=6504
a=21160765, b=21154260, c=6505
a=21167271, b=21160765, c=6506
a=21173778, b=21167271, c=6507
a=21180286, b=21173778, c=6508
a=21186795, b=21180286, c=6509
a=21193305, b=21186795, c=6510
a=21199816, b=21193305, c=6511
a=21206328, b=21199816, c=6512
a=21212841, b=21206328, c=6513
a=21219355, b=21212841, c=6514
a=21225870, b=21219355, c=6515
a=21232386, b=21225870, c=6516
a=21238903, b=21232386, c=6517
a=21245421, b=21238903, c=6518
a=21251940, b=21245421, c=6519
a=21258460, b=21251940, c=6520
a=21264981, b=21258460, c=6521
a=21271503, b=21264981, c=6522
a=21278026, b=21271503, c=6523
a=21284550, b=21278026, c=6524
a=21291075, b=21284550, c=6525
a=21297601, b=21291075, c=6526
a=21304128, b=21297601, c=6527
a=21310656, b=21304128, c=6528
a=21317185, b=21310656, c=6529
a=21323715, b=21317185, c=6530
a=21330246, b=21323715, c=6531
a=21336778, b=21330246, c=6532
a=21343311, b=21336778, c=6533
a=21349845, b=21343311, c=6534
a=21356380, b=21349845, c=6535
a=21362916, b=21356380, c=6536
a=21369453, b=21362916, c=6537
a=21375991, b=21369453, c=6538
a=21382530, b=21375991, c=6539
a=21389070, b=21382530, c=6540
a=21395611, b=21389070, c=6541
a=21402153, b=21395611, c=6542
a=21408696, b=21402153, c=6543
a=21415240, b=21408696, c=6544
a=21421785, b=21415240, c=6545
a=21428331, b=21421785, c=6546
a=21434878, b=21428331, c=6547
a=21441426, b=21434878, c=6548
a=21447975, b=21441426, c=6549
a=21454525, b=21447975, c=6550
a=21461076, b=21454525, c=6551
a=21467628, b=21461076, c=6552
a=21474181, b=21467628, c=6553
a=21480735, b=21474181, c=6554
a=21487290, b=21480735, c=6555
a=21493846, b=21487290, c=6556
a=21500403, b=21493846, c=6557
a=21506961, b=21500403, c=6558
a=21513520, b=21506961, c=6559
a=21520080, b=21513520, c=6560
a=21526641, b=21520080, c=6561
a=21533203, b=21526641, c=6562
a=21539766, b=21533203, c=6563
a=21546330, b=21539766, c=6564
a=21552895, b=21546330, c=6565
a=21559461, b=21552895, c=6566
a=21566028, b=21559461, c=6567
a=21572596, b=21566028, c=6568
a=21579165, b=21572596, c=6569
a=21585735, b=21579165, c=6570
a=21592306, b=21585735, c=6571
a=21598878, b=21592306, c=6572
a=21605451, b=21598878, c=6573
a=21612025, b=21605451, c=6574
a=21618600, b=21612025, c=6575
a=21625176, b=21618600, c=6576
a=21631753, b=21625176, c=6577
a=21638331, b=21631753, c=6578
a=21644910, b=21638331, c=6579
a=21651490, b=21644910, c=6580
a=21658071, b=21651490, c=6581
a=21664653, b=21658071, c=6582
a=21671236, b=21664653, c=6583
a=21677820, b=21671236, c=6584
a=21684405, b=21677820, c=6585
a=21690991, b=21684405, c=6586
a=21697578, b=21690991, c=6587
a=21704166, b=21697578, c=6588
a=21710755, b=21704166, c=6589
a=21717345, b=21710755, c=6590
a=21723936, b=21717345, c=6591
a=21730528, b=21723936, c=6592
a=21737121, b=21730528, c=6593
a=21743715, b=21737121, c=6594
a=21750310, b=21743715, c=6595
a=21756906, b=21750310, c=6596
a=21763503, b=21756906, c=6597
a=21770101, b=21763503, c=6598
a=21776700, b=21770101, c=6599
a=21783300, b=21776700, c=6600
a=21789901, b=21783300, c=6601
a=21796503, b=21789901, c=6602
a=21803106, b=21796503, c=6603
a=21809710, b=21803106, c=6604
a=21816315, b=21809710, c=6605
a=21822921, b=21816315, c=6606
a=21829528, b=21822921, c=6607
a=21836136, b=21829528, c=6608
a=21842745, b=21836136, c=6609
a=21849355, b=21842745, c=6610
a=21855966, b=21849355, c=6611
a=21862578, b=21855966, c=6612
a=21869191, b=21862578, c=6613
a=21875805, b=21869191, c=6614
a=21882420, b=21875805, c=6615
a=21889036, b=21882420, c=6616
a=21895653, b=21889036, c=6617
a=21902271, b=21895653, c=6618
a=21908890, b=21902271, c=6619
a=21915510, b=21908890, c=6620
a=21922131, b=21915510, c=6621
a=21928753, b=21922131, c=6622
a=21935376, b=21928753, c=6623
a=21942000, b=21935376, c=6624
a=21948625, b=21942000, c=6625
a=21955251, b=21948625, c=6626
a=21961878, b=21955251, c=6627
a=21968506, b=21961878, c=6628
a=21975135, b=21968506, c=6629
a=21981765, b=21975135, c=6630
a=21988396, b=21981765, c=6631
a=21995028, b=21988396, c=6632
a=22001661, b=21995028, c=6633
a=22008295, b=22001661, c=6634
a=22014930, b=22008295, c=6635
a=22021566, b=22014930, c=6636
a=22028203, b=22021566, c=6637
a=22034841, b=22028203, c=6638
a=22041480, b=22034841, c=6639
a=22048120, b=22041480, c=6640
a=22054761, b=22048120, c=6641
a=22061403, b=22054761, c=6642
a=22068046, b=22061403, c=6643
a=22074690, b=22068046, c=6644
a=22081335, b=22074690, c=6645
a=22087981, b=22081335, c=6646
a=22094628, b=22087981, c=6647
a=22101276, b=22094628, c=6648
a=22107925, b=22101276, c=6649
a=22114575, b=22107925, c=6650
a=22121226, b=22114575, c=6651
a=22127878, b=22121226, c=6652
a=22134531, b=22127878, c=6653
a=22141185, b=22134531, c=6654
a=22147840, b=22141185, c=6655
a=22154496, b=22147840, c=6656
a=22161153, b=22154496, c=6657
a=22167811, b=22161153, c=6658
a=22174470, b=22167811, c=6659
a=22181130, b=22174470, c=6660
a=22187791, b=22181130, c=6661
a=22194453, b=22187791, c=6662
a=22201116, b=22194453, c=6663
a=22207780, b=22201116, c=6664
a=22214445, b=22207780, c=6665
a=22221111, b=22214445, c=6666
a=22227778, b=22221111, c=6667
a=22234446, b=22227778, c=6668
a=22241115, b=22234446, c=6669
a=22247785, b=22241115, c=6670
a=22254456, b=22247785, c=6671
a=22261128, b=22254456, c=6672
a=22267801, b=22261128, c=6673
a=22274475, b=22267801, c=6674
a=22281150, b=22274475, c=6675
a=22287826, b=22281150, c=6676
a=22294503, b=22287826, c=6677
a=22301181, b=22294503, c=6678
a=22307860, b=22301181, c=6679
a=22314540, b=22307860, c=6680
a=22321221, b=22314540, c=6681
a=22327903, b=22321221, c=6682
a=22334586, b=22327903, c=6683
a=22341270, b=22334586, c=6684
a=22347955, b=22341270, c=6685
a=22354641, b=22347955, c=6686
a=22361328, b=22354641, c=6687
a=22368016, b=22361328, c=6688
a=22374705, b=22368016, c=6689
a=22381395, b=22374705, c=6690
a=22388086, b=22381395, c=6691
a=22394778, b=22388086, c=6692
a=22401471, b=22394778, c=6693
a=22408165, b=22401471, c=6694
a=22414860, b=22408165, c=6695
a=22421556, b=22414860, c=6696
a=22428253, b=22421556, c=6697
a=22434951, b=22428253, c=6698
a=22441650, b=22434951, c=6699
a=22448350, b=22441650, c=6700
a=22455051, b=22448350, c=6701
a=22461753, b=22455051, c=6702
a=22468456, b=22461753, c=6703
a=22475160, b=22468456, c=6704
a=22481865, b=22475160, c=6705
a=22488571, b=22481865, c=6706
a=22495278, b=22488571, c=6707
a=22501986, b=22495278, c=6708
a=22508695, b=22501986, c=6709
a=22515405, b=22508695, c=6710
a=22522116, b=22515405, c=6711
a=22528828, b=22522116, c=6712
a=22535541, b=22528828, c=6713
a=22542255, b=22535541, c=6714
a=22548970, b=22542255, c=6715
a=22555686, b=22548970, c=6716
a=22562403, b=22555686, c=6717
a=22569121, b=22562403, c=6718
a=22575840, b=22569121, c=6719
a=22582560, b=22575840, c=6720
a=22589281, b=22582560, c=6721
a=22596003, b=22589281, c=6722
a=22602726, b=22596003, c=6723
a=22609450, b=22602726, c=6724
a=22616175, b=22609450, c=6725
a=22622901, b=22616175, c=6726
a=22629628, b=22622901, c=6727
a=22636356, b=22629628, c=6728
a=22643085, b=22636356, c=6729
a=22649815, b=22643085, c=6730
a=22656546, b=22649815, c=6731
a=22663278, b=22656546, c=6732
a=22670011, b=22663278, c=6733
a=22676745, b=22670011, c=6734
a=22683480, b=22676745, c=6735
a=22690216, b=22683480, c=6736
a=22696953, b=22690216, c=6737
a=22703691, b=22696953, c=6738
a=22710430, b=22703691, c=6739
a=22717170, b=22710430, c=6740
a=22723911, b=22717170, c=6741
a=22730653, b=22723911, c=6742
a=22737396, b=22730653, c=6743
a=22744140, b=22737396, c=6744
a=22750885, b=22744140, c=6745
a=22757631, b=22750885, c=6746
a=22764378, b=22757631, c=6747
a=22771126, b=22764378, c=6748
a=22777875, b=22771126, c=6749
a=22784625, b=22777875, c=6750
a=22791376, b=22784625, c=6751
a=22798128, b=22791376, c=6752
a=22804881, b=22798128, c=6753
a=22811635, b=22804881, c=6754
a=22818390, b=22811635, c=6755
a=22825146, b=22818390, c=6756
a=22831903, b=22825146, c=6757
a=22838661, b=22831903, c=6758
a=22845420, b=22838661, c=6759
a=22852180, b=22845420, c=6760
a=22858941, b=22852180, c=6761
a=22865703, b=22858941, c=6762
a=22872466, b=22865703, c=6763
a=22879230, b=22872466, c=6764
a=22885995, b=22879230, c=6765
a=22892761, b=22885995, c=6766
a=22899528, b=22892761, c=6767
a=22906296, b=22899528, c=6768
a=22913065, b=22906296, c=6769
a=22919835, b=22913065, c=6770
a=22926606, b=22919835, c=6771
a=22933378, b=22926606, c=6772
a=22940151, b=22933378, c=6773
a=22946925, b=22940151, c=6774
a=22953700, b=22946925, c=6775
a=22960476, b=22953700, c=6776
a=22967253, b=22960476, c=6777
a=22974031, b=22967253, c=6778
a=22980810, b=22974031, c=6779
a=22987590, b=22980810, c=6780
a=22994371, b=22987590, c=6781
a=23001153, b=22994371, c=6782
a=23007936, b=23001153, c=6783
a=23014720, b=23007936, c=6784
a=23021505, b=23014720, c=6785
a=23028291, b=23021505, c=6786
a=23035078, b=23028291, c=6787
a=23041866, b=23035078, c=6788
a=23048655, b=23041866, c=6789
a=23055445, b=23048655, c=6790
a=23062236, b=23055445, c=6791
a=23069028, b=23062236, c=6792
a=23075821, b=23069028, c=6793
a=23082615, b=23075821, c=6794
a=23089410, b=23082615, c=6795
a=23096206, b=23089410, c=6796
a=23103003, b=23096206, c=6797
a=23109801, b=23103003, c=6798
a=23116600, b=23109801, c=6799
a=23123400, b=23116600, c=6800
a=23130201, b=23123400, c=6801
a=23137003, b=23130201, c=6802
a=23143806, b=23137003, c=6803
a=23150610, b=23143806, c=6804
a=23157415, b=23150610, c=6805
a=23164221, b=23157415, c=6806
a=23171028, b=23164221, c=6807
a=23177836, b=23171028, c=6808
a=23184645, b=23177836, c=6809
a=23191455, b=23184645, c=6810
a=23198266, b=23191455, c=6811
a=23205078, b=23198266, c=6812
a=23211891, b=23205078, c=6813
a=23218705, b=23211891, c=6814
a=23225520, b=23218705, c=6815
a=23232336, b=23225520, c=6816
a=23239153, b=23232336, c=6817
a=23245971, b=23239153, c=6818
a=23252790, b=23245971, c=6819
a=23259610, b=23252790, c=6820
a=23266431, b=23259610, c=6821
a=23273253, b=23266431, c=6822
a=23280076, b=23273253, c=6823
a=23286900, b=23280076, c=6824
a=23293725, b=23286900, c=6825
a=23300551, b=23293725, c=6826
a=23307378, b=23300551, c=6827
a=23314206, b=23307378, c=6828
a=23321035, b=23314206, c=6829
a=23327865, b=23321035, c=6830
a=23334696, b=23327865, c=6831
a=23341528, b=23334696, c=6832
a=23348361, b=23341528, c=6833
a=23355195, b=23348361, c=6834
a=23362030, b=23355195, c=6835
a=23368866, b=23362030, c=6836
a=23375703, b=23368866, c=6837
a=23382541, b=23375703, c=6838
a=23389380, b=23382541, c=6839
a=23396220, b=23389380, c=6840
a=23403061, b=23396220, c=6841
a=23409903, b=23403061, c=6842
a=23416746, b=23409903, c=6843
a=23423590, b=23416746, c=6844
a=23430435, b=23423590, c=6845
a=23437281, b=23430435, c=6846
a=23444128, b=23437281, c=6847
a=23450976, b=23444128, c=6848
a=23457825, b=23450976, c=6849
a=23464675, b=23457825, c=6850
a=23471526, b=23464675, c=6851
a=23478378, b=23471526, c=6852
a=23485231, b=23478378, c=6853
a=23492085, b=23485231, c=6854
a=23498940, b=23492085, c=6855
a=23505796, b=23498940, c=6856
a=23512653, b=23505796, c=6857
a=23519511, b=23512653, c=6858
a=23526370, b=23519511, c=6859
a=23533230, b=23526370, c=6860
a=23540091, b=23533230, c=6861
a=23546953, b=23540091, c=6862
a=23553816, b=23546953, c=6863
a=23560680, b=23553816, c=6864
a=23567545, b=23560680, c=6865
a=23574411, b=23567545, c=6866
a=23581278, b=23574411, c=6867
a=23588146, b=23581278, c=6868
a=23595015, b=23588146, c=6869
a=23601885, b=23595015, c=6870
a=23608756, b=23601885, c=6871
a=23615628, b=23608756, c=6872
a=23622501, b=23615628, c=6873
a=23629375, b=23622501, c=6874
a=23636250, b=23629375, c=6875
a=23643126, b=23636250, c=6876
a=23650003, b=23643126, c=6877
a=23656881, b=23650003, c=6878
a=23663760, b=23656881, c=6879
a=23670640, b=23663760, c=6880
a=23677521, b=23670640, c=6881
a=23684403, b=23677521, c=6882
a=23691286, b=23684403, c=6883
a=23698170, b=23691286, c=6884
a=23705055, b=23698170, c=6885
a=23711941, b=23705055, c=6886
a=23718828, b=23711941, c=6887
a=23725716, b=23718828, c=6888
a=23732605, b=23725716, c=6889
a=23739495, b=23732605, c=6890
a=23746386, b=23739495, c=6891
a=23753278, b=23746386, c=6892
a=23760171, b=23753278, c=6893
a=23767065, b=23760171, c=6894
a=23773960, b=23767065, c=6895
a=23780856, b=23773960, c=6896
a=23787753, b=23780856, c=6897
a=23794651, b=23787753, c=6898
a=23801550, b=23794651, c=6899
a=23808450, b=23801550, c=6900
a=23815351, b=23808450, c=6901
a=23822253, b=23815351, c=6902
a=23829156, b=23822253, c=6903
a=23836060, b=23829156, c=6904
a=23842965, b=23836060, c=6905
a=23849871, b=23842965, c=6906
a=23856778, b=23849871, c=6907
a=23863686, b=23856778, c=6908
a=23870595, b=23863686, c=6909
a=23877505, b=23870595, c=6910
a=23884416, b=23877505, c=6911
a=23891328, b=23884416, c=6912
a=23898241, b=23891328, c=6913
a=23905155, b=23898241, c=6914
a=23912070, b=23905155, c=6915
a=23918986, b=23912070, c=6916
a=23925903, b=23918986, c=6917
a=23932821, b=23925903, c=6918
a=23939740, b=23932821, c=6919
a=23946660, b=23939740, c=6920
a=23953581, b=23946660, c=6921
a=23960503, b=23953581, c=6922
a=23967426, b=23960503, c=6923
a=23974350, b=23967426, c=6924
a=23981275, b=23974350, c=6925
a=23988201, b=23981275, c=6926
a=23995128, b=23988201, c=6927
a=24002056, b=23995128, c=6928
a=24008985, b=24002056, c=6929
a=24015915, b=24008985, c=6930
a=24022846, b=24015915, c=6931
a=24029778, b=24022846, c=6932
a=24036711, b=24029778, c=6933
a=24043645, b=24036711, c=6934
a=24050580, b=24043645, c=6935
a=24057516, b=24050580, c=6936
a=24064453, b=24057516, c=6937
a=24071391, b=24064453, c=6938
a=24078330, b=24071391, c=6939
a=24085270, b=24078330, c=6940
a=24092211, b=24085270, c=6941
a=24099153, b=24092211, c=6942
a=24106096, b=24099153, c=6943
a=24113040, b=24106096, c=6944
a=24119985, b=24113040, c=6945
